payment_uuid,payment_date,amount,payment_method,policy_id
bbaca430-57e2-4788-a6c6-4389d75fa3b7,11-07-2020,8626,Net Banking,232
599ed063-aa5f-4ff7-8f49-ebb251fa8269,10-02-2021,24064,Net Banking,307
ab227b35-7417-411c-855b-7d9f06ddbf83,07-12-2020,18860,Debit Card,550
f430b74b-7c5f-4c3c-a8d5-30806bf816ef,07-09-2024,40766,Credit Card,450
1ac1feda-d75f-48d4-8e9b-262baa19b3ba,16-10-2020,33158,Cash,166
93b07ab7-779c-483f-af17-7bf16251d220,17-11-2022,7854,Cash,6
ed1267ca-ff30-4778-a752-4c1890ca7842,07-07-2021,18603,Debit Card,114
47d6b23e-4b39-426f-8eab-b405a4465ac4,08-12-2022,10289,Credit Card,137
62e1eeea-8701-4052-bd96-eead72d65e4a,11-07-2021,20333,Net Banking,923
ea9fe30b-52c7-4c80-a77e-d0de6c094188,08-09-2023,2549,Debit Card,972
14861e3f-799f-4aea-b295-33b8c9494a5f,04-08-2022,24485,Net Banking,122
2637f9de-2ffb-4fae-8f37-f9a97ae4e3c9,13-10-2024,21634,UPI,508
9bcc1ab1-10c8-4052-a162-910ae6c0c0c8,17-02-2021,40191,Debit Card,333
00e15e95-a74e-46cd-8697-70e67e38148f,23-11-2023,37803,Cash,514
1548ad21-4eba-420d-98b6-de343a1107d5,03-06-2020,36574,Cash,135
636b195f-be66-45fb-8706-93a9da08d4b2,01-10-2023,6377,Credit Card,812
5ac63d7e-ca45-4326-9102-3681f71eb92f,01-03-2023,2036,Debit Card,353
b934fe12-de05-4cb2-a6e8-2071194aa3c6,27-02-2023,25500,Debit Card,54
1dd8710a-ae55-47fc-b424-731cfeddd5e2,16-10-2020,34237,Net Banking,440
cb78cfc6-e674-4aaf-9499-944b0bf582a4,01-01-2023,48845,Credit Card,445
066c9d3a-f500-4a41-a8a2-61fe7e0dcbf5,23-03-2021,24529,Net Banking,498
e5be4509-6dcd-4c7f-8528-a24b4800556c,04-04-2022,5048,Cash,254
c578556e-fda6-4cbc-9bdb-c6f61f379503,17-12-2020,31263,UPI,192
0c84ad9e-56fc-402a-9770-aebf0eaecd8f,02-06-2021,13224,Credit Card,885
b4261208-8228-459e-b926-044e1246f0b0,11-08-2021,13913,Debit Card,683
d8011917-10b7-4518-922d-aaf0186218cc,25-04-2024,41210,Debit Card,486
362e2a1f-065b-4b26-80e6-333a00be06d4,06-01-2020,35617,Credit Card,718
f7a84497-74d5-4235-99fe-1d3aecb047bb,24-09-2020,36792,UPI,186
875b7bf4-4103-4e7e-9e90-2a70f34da4d0,19-03-2020,10245,UPI,645
8c407c60-2a47-43d9-aca2-545b8a664d64,02-11-2023,32089,Debit Card,124
c98bbdd5-81dd-491e-aec2-5926ff2cbe9e,07-03-2020,7482,Credit Card,281
840ce606-5dd1-4616-8897-15253f6afeca,14-10-2020,49530,Debit Card,437
89ee4b40-da9e-4002-b118-73cc73ae6ee9,14-07-2023,1865,Debit Card,94
925dbdbc-692f-4e28-8a34-b94b0e6723d6,22-09-2023,43353,Cash,418
3148f801-6ac4-42e6-8914-faa134b8a599,20-04-2022,26724,Debit Card,228
db4a0ae1-8d82-480f-9876-09a50fe1cdc8,05-06-2022,17473,Cash,63
24db9838-93ef-453f-9673-ca18184a4153,05-03-2023,25983,Credit Card,312
d5a2d395-ac03-420d-ad86-584ca74569ae,21-12-2019,6393,Net Banking,288
d869dc76-27da-4ef0-8a50-5e7fa9a28afd,22-05-2024,47207,Cash,253
24226c56-91a9-4892-8851-c33f3a26f57b,06-09-2021,16672,Credit Card,187
c5a52533-5187-433c-9951-70e7435f557c,27-04-2022,3004,Credit Card,677
14108e04-1777-4117-b6ab-5d213991f207,23-07-2024,37493,Debit Card,293
2024f06f-a72c-42ed-88f9-8252ed2be0b2,29-12-2022,24131,UPI,104
9c73af5f-e9aa-4754-abdb-e5e506a40084,22-01-2022,22114,Net Banking,972
61e4ad67-5f75-463c-99cc-f4b9086b2431,08-09-2024,25073,Net Banking,312
004da0b8-3000-4aba-b41d-5971b6a7afe1,18-10-2020,6465,Credit Card,700
58ee3ef3-95a3-4b0d-a445-d197fb3b0730,13-12-2023,28037,Debit Card,340
85ab437c-39b6-401d-a833-7462bd67b166,21-07-2022,18668,Net Banking,761
7260d0dd-6398-4494-a1d0-cd4cbdbc1d5e,19-11-2019,39162,UPI,620
3a33bdb9-40f6-495d-ad3a-9ff6803a7d56,06-09-2023,19208,Net Banking,216
dc62278f-9dc9-4ebe-be47-b2389f27201e,17-06-2024,29632,Credit Card,909
251ce62c-231e-4385-bf76-513f501ec979,10-07-2021,6212,UPI,124
2da83a63-a8d3-4511-b525-425c799217b3,11-08-2020,3011,Debit Card,198
e709d114-21dc-47de-8c6a-89eaa8ab5f87,04-12-2020,35528,Credit Card,77
f0edf571-e3c0-42b2-9bd5-769f2df7a94a,18-07-2021,47149,UPI,352
b1f54f2c-9aab-4456-828d-a04d57878c40,11-09-2021,15772,Cash,780
0d647a56-6a80-4347-94fb-c9a2a70ffe44,13-10-2020,10898,Debit Card,45
819addd6-d6b1-4797-aebf-a889cbf2ec1f,07-07-2022,7264,Cash,564
da725fed-2aa1-4fd4-9552-418b96a67580,22-09-2021,35869,UPI,999
91b08ed4-330d-4dc9-9c9c-2b03c0a5b41b,14-02-2022,18020,Net Banking,460
4002cac0-3579-4832-8c91-6420d1627ac8,17-01-2024,31863,Credit Card,933
a7e737d8-76e7-4ad0-8dcd-028613d72936,05-01-2023,22370,Cash,430
44d739c5-e42b-45d6-bbc0-96523fc665c1,10-04-2021,26664,UPI,810
ec383a1d-6035-43aa-80e3-d420f77e63cd,05-09-2020,2072,UPI,281
c4644139-0c97-4d7c-a6cd-a2570bc32862,21-12-2023,35139,Debit Card,297
9f3b798c-5405-4b18-9810-f1dfddd5310c,29-03-2022,3227,UPI,63
f39399a2-8887-4566-8746-63969893a8b9,30-05-2020,39925,Debit Card,759
5cc28fa2-aa86-4196-b17d-f9b4759530a0,21-01-2020,40912,Cash,702
99e319b1-a1d8-4ba5-887f-2288628e3851,07-09-2021,27091,UPI,995
0fafa159-1b95-4f11-b4af-e2ed5f0e7484,26-08-2023,4674,Cash,769
0801a829-d9ee-46d9-a89d-9d62cf148874,07-10-2022,25955,UPI,799
1ebb443e-70dd-47b8-8b56-39a9251d0ac9,09-09-2020,20122,UPI,279
22d6bd06-c197-48e2-9153-d80e32e43b5a,04-05-2022,11139,Credit Card,164
0b89eaae-56a0-4964-b61b-71fc43e457ed,15-09-2020,29023,UPI,714
4370bf6b-b50d-4e5a-b984-469394131774,12-01-2023,1434,UPI,467
7ce44642-93a8-462b-a4a2-34b211c1738f,09-03-2022,25687,UPI,266
840e2320-6896-4c9b-bd6c-c583ddf193e7,29-07-2024,15867,Debit Card,304
b3afdf40-1561-431e-9d3c-ac76c045d214,11-04-2023,35704,UPI,122
0c4536d5-c622-472a-a4c8-e63920adffd6,27-01-2023,9384,Credit Card,547
f12606b3-a653-4d13-a3ed-6bff19b78a82,18-04-2024,12673,Credit Card,655
27790d7f-a2aa-472d-82fc-a6dc7e45c27f,18-09-2024,8259,Net Banking,950
afcf9c6e-2ba3-4fce-a022-79f47fc67f3e,24-07-2024,7516,Credit Card,658
9e8b4e4e-50dc-465e-a85e-8894bef30e5c,24-05-2021,49021,Debit Card,548
fd948164-40e4-494f-9ee8-91d7062ea1cc,01-06-2021,6693,Net Banking,648
19ff7eab-1ff7-4d5b-a708-b82f337ca000,31-08-2023,30653,Net Banking,333
93d47184-ec45-448f-9215-3743012f1932,10-06-2021,5079,UPI,271
aa3234d0-306b-4a6b-85d5-0612f70db5d8,29-11-2020,36382,Cash,920
79b4c5a3-2a9e-4474-8fdb-6123d1593915,04-08-2023,30963,Net Banking,59
99d290be-bb8b-413a-9091-e8df3c1aae0d,21-04-2024,31672,Credit Card,844
8a57fc0e-76d6-47a2-a29d-eab76c740437,23-02-2023,18419,Net Banking,181
27df3c5a-7f36-4169-9775-d8d4b6f5c5f8,28-01-2020,13543,Credit Card,551
cb21bb7d-dc6b-4943-ac30-2b88548f8154,27-02-2021,33209,UPI,109
98711689-fb46-4d15-be3b-979e5c1031f6,10-04-2024,36408,Cash,969
91013929-2a89-4baa-9e24-0b8747e16ae0,08-04-2022,33037,UPI,565
3e17c672-c07c-4a1d-bbaf-7b255d113719,26-04-2023,11102,Cash,226
c63804f3-274d-42d9-9f7f-b9d4b0d656ed,20-08-2021,16889,Debit Card,596
f07f290d-d5df-434b-8dcb-66e5ecb96fa9,11-11-2022,31860,Cash,160
20b074e5-2ade-49ec-b71a-f0375fab5b74,02-12-2022,22857,Cash,378
eafdb514-032d-4f99-9043-4c320e6a00fe,30-10-2022,8268,Cash,96
03f079af-a306-4751-b491-06b86ab37ada,12-12-2019,25302,Cash,190
58df3f60-5cca-4d66-a564-b4cc11250349,19-05-2020,40964,Debit Card,194
09c35509-ea9e-4e08-a598-ba0bf6493e22,01-01-2021,28913,Debit Card,664
f3261281-5789-4b74-8470-db10eda4f27b,14-05-2020,14820,Net Banking,167
b94cdef8-74f2-4a42-b1bf-42f84dd02826,15-08-2024,44377,Cash,704
4d0e76ec-d7ee-4df7-866a-0ca6acd99f78,28-06-2020,30783,Credit Card,147
4168cf47-ee5f-4ea2-a14d-e5d52c352d7d,13-01-2022,4530,Debit Card,466
fce55a92-ea97-477a-8c37-84ed6d7ffa75,06-10-2022,45547,Cash,103
cc655bbb-1608-40ef-b989-45f1dcfd402c,25-11-2020,36491,Debit Card,745
a7c366f3-17f9-4f2d-a3fa-a8d122c593d7,16-07-2022,37772,Credit Card,618
3a19e355-e3cd-4280-b3bf-7a96cb37755a,06-06-2021,5887,Cash,22
2bb25f91-c3b9-4a48-bbd1-0b87991163ee,01-09-2022,6392,Credit Card,782
ba3370f6-4b2c-40e7-aee5-9ac1138a20b0,15-09-2024,41695,Credit Card,136
2659b54c-9313-4d94-9508-0a7d2280a44e,29-11-2022,13169,Credit Card,275
eb4ff647-942d-491b-878f-267768d4bab5,25-10-2021,7989,UPI,14
30fb3f87-4118-47b4-a934-4800074559fa,13-11-2019,39828,Credit Card,981
0255643b-7a22-4932-94a6-54b3139077bb,07-07-2020,39791,UPI,754
5e992f27-9342-4980-89f0-a58e45fa666f,02-09-2024,41095,Credit Card,208
d3855222-5243-4782-8d0c-382ba399b834,06-02-2023,7822,UPI,914
fc3f2205-f705-4c4c-a169-5d235c53bc7f,27-11-2022,22772,Debit Card,315
bf5d845e-8455-4246-9f85-9473808641a7,10-02-2022,17256,Debit Card,250
ef196bb5-387b-47cd-91a0-8ff7d9528992,23-08-2024,3738,Net Banking,643
70dc2230-6393-4333-a749-06d1c417f99f,15-12-2023,27637,Credit Card,845
9bb82aab-925e-4f8b-b181-3c8005e41648,18-04-2020,3182,UPI,304
fe0ff7e1-62c2-4647-be75-2c7f34bfb670,01-09-2022,6026,Cash,146
e2341063-4372-4a5a-91ec-a38124f48f95,08-04-2022,1059,Debit Card,25
471b4ba6-15bc-4d55-9f1a-dbf81d0f5b09,24-12-2021,12107,Cash,151
a7f6ad46-9447-43ab-ac3c-4b01fc781e94,15-11-2022,18312,Net Banking,232
00c024f2-bb9f-4248-867d-f54e97053ec6,19-10-2024,46163,Cash,704
1831c32f-03b3-439f-915b-03a28b425b85,18-08-2024,44327,Credit Card,504
87f7e03f-dd54-4868-9a16-7e462fa8e818,27-08-2020,9308,Credit Card,230
fde88dac-4e09-4499-a181-ecc046e51f27,05-01-2022,5985,Net Banking,366
e6d757ae-088f-4817-8a44-fb632419f243,19-06-2022,4738,Net Banking,122
9fa50c61-3bc2-4b40-83d3-19e4737bda65,22-01-2021,18664,Credit Card,918
44b108d2-ec09-40e8-a467-2df400df61e1,26-05-2020,3124,Debit Card,183
4158fa45-0f95-4af1-baad-759b1431b491,04-11-2019,22003,Net Banking,615
709779b1-5935-4bf4-990b-d8b5d301dfa5,19-12-2020,9887,Cash,154
f0d8ff75-c259-4edc-8a7b-42f596e2fdf1,14-02-2020,44763,Net Banking,640
2e36c9ee-4433-4f2f-81f5-b0659f371ca3,18-07-2021,41061,Net Banking,897
d6521a99-46bd-4ae5-9aa1-4f6a0cc88489,04-02-2024,6092,Cash,678
b0548e70-8c2c-4adb-9cad-f11014f2b597,10-06-2024,19087,Net Banking,831
ee09a00d-105a-4ece-9b10-a16afaf83783,08-11-2023,45442,Credit Card,808
c6245c08-f9b9-404b-9ae4-2d72e732cb9d,26-10-2019,1107,Debit Card,797
4de2b540-5e83-451b-ad28-79f68dc18bd6,25-08-2023,33137,Net Banking,152
573ba74e-d521-406b-983a-9ce71958d832,03-06-2020,20139,Cash,835
ce6dbacb-f232-466e-8e71-fda5ad1f1956,26-11-2021,4298,UPI,438
d10f00df-a991-4a71-8e06-624fc80dcdfe,16-06-2023,48020,Net Banking,149
db4b4e42-4987-4bb7-b45e-0a8395b12a0b,28-12-2019,5432,Debit Card,187
dacc81e5-188c-4fa4-8ef7-c52ea7767e31,02-04-2022,38609,Net Banking,327
9de622d0-dafa-412a-b96c-2979180568b0,02-12-2020,25216,Cash,711
8cc24c26-7f13-4f8a-ae5c-a04ff52a0acc,15-05-2020,48670,UPI,813
ba93085c-27ec-43f1-862e-fbafb64d8c34,01-01-2021,32194,Debit Card,822
df1e6c7b-30e5-452e-bf6f-6a804e71ed22,24-08-2020,47257,Debit Card,393
2d528f3d-752f-46ff-abc6-bebd26ca7549,09-11-2019,21514,Cash,552
d668edfa-8e07-4cba-a8c6-b3b47477b0bf,03-02-2020,27155,UPI,550
84d2089b-0b4f-4462-8a05-65d2522a868f,28-03-2022,41249,Cash,86
f25016f8-e6d9-47f5-ab29-0bd4e80ec2c5,08-04-2023,29467,Cash,540
27d33c1e-5c1a-4b94-883d-a4ab0bef04b5,28-05-2024,29316,Debit Card,720
53bf4d09-1e00-4085-9ba9-a948da8d8adb,06-12-2023,5275,Net Banking,3
c3a87cd0-d5b4-41bb-b70f-6cf4d8efd29e,24-10-2023,10961,Credit Card,372
4875bf20-3541-4b8d-963e-02daa3378e04,23-10-2022,28360,Debit Card,944
3e787336-cf11-4ac6-be48-e0625596e377,11-01-2021,6398,Net Banking,370
ca1edc9b-bff7-434e-a72c-89ed71d60e23,28-06-2020,42589,Debit Card,302
649e7960-62d1-4032-83a7-e40be0ffcfad,23-02-2020,23559,UPI,996
8530ac68-2dc9-45a8-b29a-f9ebff298c9a,25-04-2020,46636,Cash,249
386974e9-eacb-4013-a314-c8be730e168f,12-04-2024,11326,Debit Card,58
bab35239-7093-4d9b-b243-ecb27bfe038b,22-03-2022,37603,Credit Card,986
f78e5998-9ca0-4eb1-aa97-4456ee5d6d03,28-06-2024,35093,Debit Card,387
9fda44b0-94d1-45f7-a3aa-1c2f9506b27a,22-06-2023,36921,Cash,381
1f71fe74-2ab5-46fa-ba21-fe96a5fd2711,21-06-2022,3650,Credit Card,679
cc65f71d-d8a8-488e-af68-d81a2e6f211f,08-05-2022,29499,Cash,858
50307077-db52-4f84-a0f2-8550df24ae1c,17-04-2021,30102,Debit Card,31
27580527-3aa5-4ef3-a623-d6eba7a5d3ef,03-10-2022,8197,Debit Card,81
fc35d995-aacb-4acb-afd1-b100da7d8c90,14-08-2022,13007,Credit Card,583
68cefdf4-20c1-453b-b4c0-51b5baa0eced,28-06-2023,41722,Cash,154
d46c5c98-1beb-41b1-8a51-46c5ec6c7220,14-03-2024,38505,Cash,762
10dc9d06-06c2-420b-bd16-9ff82989d264,25-01-2023,7866,UPI,716
bda51102-ed81-474b-bc9a-8382a8d10d42,04-01-2021,47490,Cash,422
7f1d995b-4a08-423e-9e9d-c95d98a05ebe,10-05-2021,36405,Cash,801
79fa4666-d73f-403a-a024-7728152b332f,17-03-2021,32598,Credit Card,294
7b5651a1-f0b2-4dc4-98e5-5917cc7a7850,09-04-2020,6452,Credit Card,903
a5dc7d02-41d0-480e-8864-f592cc375de0,18-07-2022,32480,UPI,770
868d800d-ea7c-48f7-ba38-a16b4eb1537a,25-01-2022,9505,Debit Card,12
97d4f574-e024-4c3f-852b-4f077b92db39,18-03-2022,20423,Cash,697
04dd45a9-22d5-474c-97d4-ae6f7666dc1b,09-08-2020,47464,Cash,568
909c4f55-5d74-4203-b2ef-c065fb58dd0b,19-09-2023,35859,Net Banking,942
c597f98e-0e4b-4f3c-a115-8d3dbbf49493,21-07-2020,29031,Net Banking,727
bc901e18-723c-442a-baa1-5313818e14e2,14-12-2019,12138,Debit Card,279
e1028033-b9f8-4a98-85ab-31d092468417,03-10-2022,48683,UPI,387
0849fe56-3712-4979-b3ae-6a28f08150e8,22-01-2023,48918,Debit Card,761
9cbf4536-dfc1-4a61-83c4-60ad64ade3db,14-01-2024,11381,UPI,58
06a6652d-94c1-40d0-9144-da232f01353c,18-08-2021,11726,Debit Card,843
dd9f133d-d0ee-4b06-9b3f-1b461de21f2b,09-01-2021,37554,UPI,620
2c670d29-05f2-4edd-a8ea-6c0a1830ea6f,23-08-2021,42244,Cash,489
ffbf5a47-604a-4aaa-9d72-daf36cb26bd3,21-04-2023,16346,Cash,848
c17e03b4-070e-4267-8bd2-69293ed8bf8f,05-09-2024,19643,Credit Card,823
9d2f0002-2dc8-46d1-bcb0-434489b366f2,31-01-2020,19202,Cash,200
59961016-a6db-49b2-bf14-f3ec0932bbeb,06-10-2023,14226,Credit Card,80
88896b8c-5713-41cf-8907-0b4941bc1c84,18-11-2019,18772,Net Banking,29
fcb63d76-c374-4494-ad6c-8dd24395ce4f,13-01-2023,12737,Debit Card,555
57cef12e-cb8b-43c5-a6df-f28dfeb22447,09-12-2021,6217,Debit Card,612
d40cc04e-dd23-43b0-b79c-91f4890d6471,12-03-2024,1538,Net Banking,193
905e8138-7ed2-4216-b31e-9db7b5b680ed,29-12-2023,28033,Credit Card,247
d7efe965-ba35-424c-be0f-1d437fe9e9b8,03-01-2021,14189,UPI,579
0c15bb4c-b85b-4b13-8e2a-9094cd894429,05-11-2021,3199,Cash,47
65b09860-8c9f-47f9-a033-969dd5c74508,25-08-2022,3354,Credit Card,967
896f4d9d-33a5-43b2-a593-8be36aeff965,06-04-2024,16122,Net Banking,770
05cc37c8-369b-49f3-b17d-b1d6d7ac7841,26-05-2021,14838,Cash,513
282cc590-eb9e-4f38-8389-cf92ac045865,30-07-2024,10549,Cash,744
9ad6d048-4ec5-48c1-bf73-340f55355a3a,12-09-2024,18436,Debit Card,720
6a56d7df-c490-4673-826e-dc644b4ae5f8,23-08-2022,34060,Net Banking,418
9569d2d5-a77e-472b-942e-12034d90fbfa,03-07-2020,44929,UPI,104
6245cbc0-6d1d-4ca1-9cfc-7b1e998b2a95,25-09-2023,25607,Debit Card,25
22a3d03f-afe8-4ee1-a717-eb21342014bc,25-11-2022,29772,Cash,489
71ef1a8c-f7b1-4490-8f1d-6d271e0dea7b,25-12-2020,29732,Credit Card,298
d544bbbe-954f-4a3e-9426-22415ab08957,06-04-2020,8900,Cash,81
50968ccb-9607-438b-9e09-ec6cf797c5a0,23-05-2022,44375,Credit Card,976
0f7e4032-c108-4e8f-ad0e-452aeb0b9b91,03-10-2023,36205,Debit Card,827
d69000f1-e34d-447a-ad5b-8c8030e2c2ae,30-11-2023,34392,Debit Card,788
0f66666a-cb1b-4c84-b8ff-831ac0ea20f6,01-01-2020,36209,UPI,529
d9d09858-5f15-4dd1-b113-c2530b0e1f92,21-02-2020,49622,UPI,668
b516de0b-0314-4914-89dc-8bd233153502,29-05-2022,26641,Net Banking,459
991f5817-ab25-48fe-819b-b0382d512074,26-03-2024,39482,Net Banking,298
f90989ff-1cdd-44b2-8fb4-36106d2ee796,19-06-2021,18656,Cash,41
18f6c880-a23e-45a5-9cac-f33e4e8c759e,12-11-2019,44643,Cash,245
4be2b78d-6869-45b8-a314-966dd1b3a511,08-08-2023,11232,UPI,622
01f8ea65-98e9-46c5-a99e-f5bd881e3b0c,15-02-2023,4675,Debit Card,581
5baed2b9-013e-4bdf-bd89-0169631be9e9,27-11-2020,31762,Cash,100
a2b7d962-9438-431e-86b1-89351c454e59,25-09-2023,40432,Debit Card,785
8fd0dacd-c806-4b90-9d80-18cd5c4695db,01-12-2021,43652,UPI,889
e4c27354-0590-493a-9e93-9ec8511479d5,01-04-2021,48478,Credit Card,511
2e68445c-210a-4bb5-8da9-553618fa9e8c,18-11-2022,5612,Net Banking,174
13766596-b1c2-4693-a20a-7426f6fbdf64,20-09-2022,46769,Debit Card,70
e3ce0cb1-aafe-4d84-bcf4-727020e21691,13-08-2021,14726,Net Banking,362
2d2b4c75-678e-4610-9c28-d33392206398,12-06-2024,5372,Debit Card,728
56387bf4-6f71-45e7-86f7-54b5e8dc466a,21-02-2021,38825,Net Banking,485
6d308975-85bb-4cca-832c-19c00f0efd43,19-09-2023,48946,Cash,666
c146bbb3-0c51-4288-bb2a-7b70a26520a8,31-05-2022,46284,Credit Card,996
05c0ee4b-a485-4307-9112-b8a6484136d3,22-08-2021,28868,Credit Card,373
017b0078-acbd-4f33-add0-d90b735417ee,21-07-2024,43091,Cash,419
9301fd14-bd00-42dd-a821-64fc101de7a4,17-10-2021,42993,Debit Card,452
32e264b1-3d4d-441a-9e71-27af8ed0078d,16-02-2021,18970,UPI,975
25e10190-5136-4148-81c3-54df0b1e41aa,28-02-2023,16369,Credit Card,699
d7ebf020-70ed-4db4-a7d6-c2459dcb2851,05-03-2021,21247,Cash,270
5e72205b-3e36-4d54-aec5-42ed10bba282,20-11-2020,43993,Credit Card,636
9e5078f6-a05e-4f89-90e4-f4c6daa20254,02-09-2022,48894,Credit Card,759
8a06c8a3-51b9-4f12-b77c-57492af35dc8,19-04-2020,39739,UPI,9
9d5a9f72-8fbe-4c00-8cd4-706ac233ed83,04-06-2023,8574,Credit Card,298
818fd689-b1c8-49f5-9a09-8ca13ebf0bad,29-07-2021,19415,UPI,409
94f0f9d3-6b58-4f18-acaa-a59c65ae5b60,22-05-2022,42838,Debit Card,398
cb5270bb-68a1-4e90-abc3-cc25e402d0e0,22-04-2024,43834,Credit Card,358
a099099f-71f4-43b1-b01c-1bdd0e7e75c8,06-08-2021,23828,UPI,922
2400e3e2-764a-4c67-bfe1-1014ecfc4176,05-09-2023,41096,Credit Card,88
68ec2f79-1c81-44aa-afdb-ef51372a041d,22-10-2021,9833,Credit Card,940
5d89a9a6-15d3-4f92-8631-697d355959b4,19-12-2020,48018,Cash,787
17d9d0be-d4b9-49db-9132-f0c03ada5cde,10-10-2021,22223,Cash,337
58afc996-cf7a-46cb-821a-10c24375664a,29-10-2019,4159,Net Banking,619
c08effa4-6443-44be-ad19-4afa4e1d107f,29-05-2020,24828,Cash,118
1ff0ccd1-72e2-4b7f-ae20-bf2c16c117d4,06-01-2022,14640,Credit Card,559
4b37f5ea-10f8-45dd-b7e0-7b8d10d272a3,19-04-2023,8631,Cash,150
300a5b2d-859b-4af8-8e61-5233170c7d08,26-12-2021,32371,Net Banking,582
09de5d2f-648e-4b55-b2c1-d60228799db9,30-05-2023,2535,UPI,793
233fee25-f789-41e2-a7b0-03aaba9b5553,28-11-2023,19634,Net Banking,809
b783d3c3-23b7-4be6-a045-966801b97521,23-11-2022,22075,Cash,219
cd95762b-ee89-4feb-8f8a-e1cc30d2635d,21-01-2020,3650,Credit Card,976
dc92321e-da19-49ef-a5db-0c112275d845,02-12-2021,38172,Cash,277
f95b837f-59c0-45fe-a285-a1390eac92bd,24-04-2024,13351,Debit Card,86
a11bf71b-9442-4c24-9600-0e9ef59dd08d,12-04-2020,7945,Net Banking,415
0d7fe3aa-2eb7-4746-b355-f0200a0a5570,01-08-2022,5004,Cash,893
43a94f9b-c83f-4c5b-855d-9a4378c80560,24-04-2022,21566,Debit Card,686
bdcaf8c9-86c5-4379-bed6-4d45fe94ac44,11-07-2020,44761,Debit Card,851
c6b4bc43-2fe9-4381-b6e4-3edee24bdfe9,29-05-2024,3633,Cash,351
b92e1179-6a15-470e-8c27-d035edd55a9e,26-06-2022,48205,Net Banking,169
e17081ce-0274-43f5-8412-ba85a5aebdff,18-03-2021,10732,Cash,494
7e6245db-f2f7-42d8-b8a3-719a47a7753c,29-04-2020,24299,Debit Card,989
77bf9102-1b02-4c8b-8013-3a50bf9096a5,09-08-2021,35138,Net Banking,935
cc321319-20c4-4121-af1f-15027a3cd659,10-10-2024,34952,Cash,843
6d99fdf3-be57-41a5-9675-2533ae304170,05-01-2024,1487,UPI,204
23d21d6a-093f-4db1-93a7-ed1e8bb90753,11-09-2020,4813,UPI,632
575d670c-11a7-4900-a9d9-58cdfcd9725d,04-03-2020,8086,Net Banking,15
71596fd5-dab7-43bf-9e31-d3d78376dcae,30-10-2020,8375,Cash,957
72817437-3f4d-4359-8d20-efeac667809c,20-12-2019,8227,Net Banking,117
e9001af0-225a-4ed8-9b51-1a8fe40d20b0,25-02-2022,39809,Cash,270
41090e00-c977-474b-aff5-2925cd176f94,07-02-2022,26514,Credit Card,462
4b982504-8412-45a9-98bd-811c6a09eb35,23-08-2021,47223,Debit Card,650
66647e21-ae1d-4d02-b2fc-433f766d5bed,27-08-2021,23017,UPI,100
38ae6c93-7604-4348-8836-165babc3c3f0,09-02-2020,2788,Debit Card,431
d64d7a23-884c-4532-b05b-15576d3fd3a8,23-11-2022,35126,Debit Card,616
42eca128-b743-41ea-9956-addf485cc13b,03-03-2020,19500,Net Banking,215
1dfed4fc-3902-40f7-8019-c58634e968dc,08-10-2024,47666,UPI,979
6190a99d-d383-4b13-b5c7-82c83e547d67,22-05-2024,1704,Net Banking,17
f97807c4-6cf6-4455-a7fa-3efc3e8fd2a9,03-04-2020,15795,Net Banking,515
09bfaf51-f37b-4bf1-ac8e-801cb120eb21,28-09-2024,41134,Credit Card,717
585a1058-7041-455b-96ae-0de95b5240fd,19-10-2024,25457,Cash,424
8cdbd0bc-d7df-4f8d-94ad-5b603ab682c1,09-11-2021,21109,Net Banking,849
61532e33-bbf8-46af-8313-eaa1a4e3314a,18-12-2021,27581,UPI,998
237d2633-4539-43d4-a28f-1709c48972c8,25-02-2020,38489,Credit Card,949
eaba9116-de53-4629-b1dd-7346c26a7aed,25-09-2024,9615,Cash,383
7bca0f5b-c0b6-483e-8661-367048f9b443,13-04-2023,9668,UPI,167
b195a74a-d662-41c1-a20e-1d5255cf4ba0,21-12-2019,27595,Cash,292
0029a85e-31ca-4904-bdb1-df65905414c5,08-04-2020,42409,Cash,650
682207a5-70b1-4443-a164-1e6a61ba6caf,20-04-2024,14879,UPI,961
1f997be3-74ab-47bd-9ebf-a0c759e6d83c,22-11-2023,46332,Credit Card,90
0d6f2a4c-5283-4cf3-bbd5-d886b3efa58e,29-03-2023,40491,Credit Card,92
d5e52ac3-74e1-4a75-b8e8-ecb25f442f78,02-02-2024,32832,UPI,955
40515ba7-b029-4bde-8f90-a6c45a1999d7,14-04-2022,21153,Cash,768
545d939e-4039-4206-be7d-a061beae5c0b,13-04-2024,37835,UPI,103
0d473045-cf44-4bd3-b129-f00fba4988ed,20-02-2023,32043,UPI,596
cd960ece-6ba0-4417-8cac-271bc072b95e,24-12-2022,40488,Net Banking,873
09494d62-0224-436f-8f01-99b36405f4e0,03-08-2022,21611,Debit Card,796
2e79777d-f60a-4355-9b11-34831ef6162d,27-03-2024,23277,Cash,118
3e1eff79-69c0-4585-8569-be8f46ab8744,19-05-2022,10582,Cash,974
02a597fa-4354-4bb0-bfb9-43db37ff8142,15-02-2021,7098,Cash,423
bf090d12-f6c5-4203-8f0c-d10a2838b817,09-03-2021,45492,Cash,8
d8ff928d-6e76-4d71-8fd2-e75ba6895d1c,17-10-2022,47041,Debit Card,520
f4502fa7-14e6-4434-abbe-0523254b4152,17-05-2021,14897,Net Banking,315
771f9679-05ea-418f-998e-84cafa958294,02-10-2023,42086,Cash,690
